Sheath MFC,Sheath Pressure,Pneum. Atomizer MFC,Pneum. Atomizer Press.,Pneum. Impactor Exhaust MFC,Pneum. Impactor Exhaust Press.,Platen Heater,Ink,Ink_temp,Substrate,Print_speed,SPC,Viscosity,Surface Tension,Density,Line,Output
39.472,0.344,214.949,1.136,194.431,0.232,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.344,213.972,1.136,194.431,0.233,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.342,213.972,1.121,195.408,0.232,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.613,246.214,1.685,195.408,0.518,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.613,246.214,1.685,194.431,0.515,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.366,264.778,1.465,245.237,0.214,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.361,264.778,1.465,245.237,0.208,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.36,264.778,1.451,246.214,0.204,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.617,246.214,1.685,195.408,0.519,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.614,246.214,1.685,194.431,0.519,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.615,246.214,1.685,195.408,0.516,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.615,245.237,1.685,195.408,0.518,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.613,245.237,1.685,196.385,0.518,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.387,316.561,1.868,295.066,0.187,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.38,316.561,1.853,294.089,0.179,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.379,316.561,1.853,293.112,0.178,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.377,315.584,1.853,294.089,0.177,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.375,315.584,1.853,293.112,0.176,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.374,315.584,1.853,294.089,0.173,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.656,344.895,2.454,294.089,0.474,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.654,344.895,2.454,293.112,0.473,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.65,345.872,2.44,293.112,0.47,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.65,344.895,2.454,294.089,0.466,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.65,345.872,2.44,294.089,0.466,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.399,365.413,2.256,341.964,0.149,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.399,366.39,2.256,341.964,0.148,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.399,365.413,2.249,341.964,0.147,71.1,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.672,395.701,2.857,341.964,0.441,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.67,395.701,2.857,340.987,0.44,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.426,417.196,2.733,389.839,0.116,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.424,417.196,2.747,390.816,0.116,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.421,416.219,2.733,390.816,0.112,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.692,447.484,3.392,389.839,0.408,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.69,447.484,3.392,390.816,0.408,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.691,447.484,3.392,390.816,0.408,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.415,469.956,3.297,444.553,0.033,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.415,469.956,3.282,443.576,0.031,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.411,469.956,3.282,443.576,0.029,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.696,447.484,3.392,390.816,0.411,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.695,447.484,3.407,390.816,0.41,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.429,520.762,3.905,493.405,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.426,520.762,3.905,494.382,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.708,552.027,4.637,492.428,0.288,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.708,551.05,4.652,492.428,0.288,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.707,551.05,4.652,493.405,0.287,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.438,570.591,4.542,541.28,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.436,569.614,4.542,541.28,0.0,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.375,0.714,600.879,5.275,541.28,0.221,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.427,621.397,5.216,592.086,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
39.472,0.714,600.879,5.275,541.28,0.222,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
39.472,0.426,671.226,5.971,641.915,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
39.472,0.426,671.226,5.956,642.892,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
39.375,0.711,701.514,6.74,642.892,0.057,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.041,1
39.472,0.429,721.055,6.755,692.721,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
39.375,0.427,721.055,6.755,692.721,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
39.472,0.427,721.055,6.74,691.744,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
39.472,0.717,751.343,7.546,691.744,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.052,1
39.375,0.719,752.32,7.546,691.744,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.052,1
39.472,0.414,770.884,7.546,743.527,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.041,1
39.472,0.414,770.884,7.568,744.504,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.041,1
39.472,0.686,800.195,8.337,744.504,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.059,1
39.472,0.689,800.195,8.33,743.527,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.059,1
39.472,0.396,819.736,8.425,795.31,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.047,1
39.472,0.396,819.736,8.41,794.333,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.047,1
39.472,0.672,849.047,9.179,793.356,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.066,1
39.472,0.67,849.047,9.194,794.333,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.066,1
39.375,0.668,849.047,9.179,795.31,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.066,1
39.472,0.391,868.588,9.319,844.162,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.056,1
39.375,0.389,868.588,9.341,844.162,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.056,1
39.472,0.385,919.394,10.33,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.06,1
39.375,0.381,918.417,10.33,893.991,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.06,1
39.375,0.383,918.417,10.33,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.06,1
39.472,0.383,918.417,10.315,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.06,1
39.472,0.386,919.394,10.33,893.991,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.06,1
39.375,0.661,948.705,11.136,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.088,1
39.472,0.661,948.705,11.121,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.088,1
39.472,0.659,948.705,11.15,893.991,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.088,1
39.472,0.668,1000.489,12.249,943.82,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.099,1
39.472,0.67,1000.489,12.234,944.797,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.099,1
39.375,0.672,1000.489,12.249,943.82,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.099,1
39.375,0.398,970.2,11.407,944.797,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.064,1
39.472,0.398,969.223,11.414,943.82,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.064,1
39.472,0.397,970.2,11.407,944.797,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.064,1
39.472,0.398,970.2,11.392,943.82,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.064,1
49.829,0.397,969.223,11.136,943.82,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.027,1
49.829,0.601,1049.34,13.04,994.626,0.0,71.1,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.039,1
49.829,0.611,1049.34,13.04,995.603,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.039,1
49.829,0.372,115.291,0.828,94.773,0.332,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.37,116.268,0.828,92.819,0.332,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.602,145.579,1.245,93.796,0.568,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.372,1068.881,13.348,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.031,1
49.829,0.372,1068.881,13.333,1045.432,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.031,1
49.829,0.375,1069.858,13.355,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.031,1
49.829,0.596,1099.169,14.249,1043.478,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.043,1
49.829,0.596,1098.193,14.264,1043.478,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.043,1
49.829,0.598,1098.193,14.249,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.043,1
49.829,0.366,1117.733,14.527,1093.307,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
49.829,0.364,1117.733,14.542,1092.33,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
49.829,0.602,1148.999,15.663,1093.307,0.0,67.6,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.047,1
49.927,0.604,1148.999,15.641,1092.33,0.0,67.9,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.047,1
49.829,0.607,1148.999,15.641,1092.33,0.0,67.6,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.047,1
49.829,0.372,165.12,1.026,145.579,0.299,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.598,195.408,1.465,144.602,0.532,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.598,194.431,1.465,145.579,0.531,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.364,213.972,1.245,194.431,0.25,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.36,213.972,1.245,195.408,0.25,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.602,245.237,1.744,194.431,0.497,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.604,246.214,1.744,195.408,0.497,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.379,263.801,1.56,245.237,0.222,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.381,264.778,1.575,244.26,0.22,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.379,264.778,1.56,245.237,0.22,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.617,296.043,2.088,245.237,0.47,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.617,295.066,2.073,246.214,0.468,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.617,295.066,2.088,245.237,0.469,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.403,315.584,1.963,294.089,0.195,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.4,316.561,1.963,294.089,0.192,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.4,315.584,1.956,293.112,0.189,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.641,344.895,2.476,293.112,0.446,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.927,0.639,344.895,2.476,294.089,0.446,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.639,344.895,2.491,294.089,0.442,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.446,365.413,2.418,341.964,0.183,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.433,366.39,2.403,341.964,0.171,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.433,365.413,2.403,340.987,0.167,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.427,366.39,2.403,340.987,0.165,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.927,0.425,366.39,2.403,340.987,0.161,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.672,395.701,2.93,341.964,0.424,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.665,395.701,2.945,340.987,0.421,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.43,416.219,2.857,389.839,0.1,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.427,416.219,2.857,390.816,0.1,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.678,447.484,3.421,390.816,0.375,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.678,447.484,3.421,389.839,0.372,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.427,469.956,3.348,444.553,0.024,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.731,0.427,469.956,3.348,444.553,0.023,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.425,469.956,3.333,443.576,0.023,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.68,446.507,3.421,389.839,0.375,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.68,447.484,3.407,390.816,0.375,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.449,520.762,3.941,493.405,0.0,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.443,520.762,3.934,492.428,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.684,551.05,4.505,493.405,0.241,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.681,551.05,4.505,492.428,0.241,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.927,0.684,551.05,4.505,492.428,0.238,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.464,569.614,4.542,541.28,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.462,570.591,4.542,541.28,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.687,599.902,5.128,541.28,0.176,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.69,600.879,5.114,540.303,0.176,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.687,600.879,5.128,542.257,0.173,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.69,600.879,5.114,541.28,0.173,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.452,620.42,5.179,592.086,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.674,649.731,5.766,592.086,0.082,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.443,671.226,5.897,641.915,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.684,701.514,6.535,642.892,0.012,69.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.443,671.226,5.89,642.892,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.684,751.343,7.326,691.744,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.687,751.343,7.311,692.721,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.424,769.907,7.414,742.55,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.426,770.884,7.399,742.55,0.0,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.425,769.907,7.399,743.527,0.0,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.829,0.425,769.907,7.414,744.504,0.0,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
49.731,0.65,800.195,8.073,744.504,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.647,800.195,8.073,742.55,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.654,800.195,8.073,743.527,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.653,800.195,8.059,744.504,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.409,818.759,8.227,793.356,0.0,70.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.019,1
49.829,0.407,819.736,8.227,793.356,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.019,1
49.829,0.629,849.047,8.886,794.333,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.028,1
49.829,0.626,848.07,8.901,793.356,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.028,1
49.829,0.626,848.07,8.886,795.31,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.028,1
49.829,0.399,868.588,9.121,844.162,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.02,1
49.829,0.399,867.611,9.106,844.162,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.02,1
49.829,0.629,898.876,9.853,844.162,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.031,1
49.927,0.403,918.417,10.095,894.968,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.403,918.417,10.11,894.968,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.405,918.417,10.073,893.991,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.4,918.417,10.059,893.014,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.022,1
49.829,0.617,948.705,10.821,893.991,0.0,71.1,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
49.829,0.619,948.705,10.806,894.968,0.0,70.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
49.829,0.641,948.705,10.842,893.014,0.0,71.1,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.033,1
49.829,0.625,999.511,11.905,943.82,0.0,71.4,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
49.829,0.629,1000.489,11.905,943.82,0.0,71.4,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
49.829,0.629,999.511,11.875,944.797,0.0,71.4,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.037,1
49.829,0.433,970.2,11.136,943.82,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.44,969.223,11.136,943.82,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.731,0.44,969.223,11.15,943.82,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
49.829,0.437,969.223,11.172,942.843,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.025,1
59.795,0.546,1020.029,12.308,995.603,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.035,1
59.795,0.552,1020.029,12.344,994.626,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.035,1
59.795,0.564,1019.052,12.344,994.626,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.035,1
59.893,0.565,1020.029,12.359,995.603,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.035,1
59.893,0.568,1020.029,12.374,994.626,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.035,1
59.795,0.794,1049.34,13.114,994.626,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.032,1
59.795,0.812,1049.34,13.128,995.603,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.032,1
59.893,0.816,1049.34,13.136,995.603,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.032,1
59.795,0.501,116.268,1.011,93.796,0.463,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.697,0.501,116.268,1.011,93.796,0.46,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.501,116.268,1.011,94.773,0.458,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.893,0.497,115.291,1.011,94.773,0.458,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.495,115.291,1.011,94.773,0.455,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.495,115.291,0.996,93.796,0.454,70.2,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.893,0.492,116.268,0.989,93.796,0.452,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.788,145.579,1.524,94.773,0.753,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.788,146.556,1.538,93.796,0.753,70.5,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.785,145.579,1.524,93.796,0.752,70.8,Resistor,30.0,LTCC,0,50.0,240,32.0,2.0,0.0,0
59.795,0.507,1068.881,13.458,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.04,1
59.795,0.51,1068.881,13.443,1043.478,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.04,1
59.893,0.537,1068.881,13.443,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.04,1
59.893,0.546,1068.881,13.429,1043.478,0.0,70.2,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.04,1
59.893,0.556,1068.881,13.429,1045.432,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.04,1
59.893,0.781,1098.193,14.264,1044.455,0.0,70.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.795,0.779,1099.169,14.264,1044.455,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.893,0.79,1099.169,14.286,1045.432,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.893,0.794,1099.169,14.271,1044.455,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.795,0.794,1099.169,14.249,1045.432,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.893,0.791,1099.169,14.256,1043.478,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.795,0.79,1099.169,14.249,995.603,0.0,69.8,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
59.893,0.8,1061.065,14.161,994.626,0.0,69.5,Resistor,30.0,LTCC,1,50.0,240,32.0,2.0,0.034,1
